paper_id,paper_title,paper_link,year,list_of_staff,number_of_staff,staff_name1,staff_dept1,staff_title1,staff_name2,staff_dept2,staff_title2,staff_name3,staff_dept3,staff_title3
1698,Target privacy preserving for social networks,https://arxiv.org/pdf/2002.03284,2020,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1699,Fakedetector: Effective fake news detection with deep diffusive neural network,https://arxiv.org/pdf/1805.08751,2020,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1700,Deep collaborative embedding for information cascade prediction,https://arxiv.org/pdf/2001.06665,2020,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1701,Optimizing item and subgroup configurations for social-aware VR shopping,http://www.vldb.org/pvldb/vol13/p1275-ko.pdf,2020,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1702,A comprehensive survey on graph neural networks,https://ieeexplore.ieee.org/ielaam/5962385/9312808/9046288-aam.pdf,2020,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1703,Reinforcement-learning-guided source code summarization using hierarchical attention,https://ieeexplore.ieee.org/ielaam/32/9675297/9031440-aam.pdf,2020,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1704,Fast utility mining on sequence data,https://ieeexplore.ieee.org/ielaam/6221036/9325889/9018003-aam.pdf,2020,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1705,Network embedding with completely-imbalanced labels,https://ieeexplore.ieee.org/ielaam/69/9560665/8979355-aam.pdf,2020,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1706,Reverse nearest neighbor search in semantic trajectories for location-based services,https://ieeexplore.ieee.org/ielaam/4629386/9751117/8966480-aam.pdf,2020,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1707,Influence maximization with spontaneous user adoption,https://arxiv.org/pdf/1906.02296,2020,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1708,Multi-view multi-label learning with sparse feature selection for image annotation,https://ieeexplore.ieee.org/ielaam/6046/9238041/8960273-aam.pdf,2020,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1709,Kollector: Detecting fraudulent activities on mobile devices using deep learning,https://par.nsf.gov/servlets/purl/10228581,2020,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1710,Basconv: Aggregating heterogeneous interactions for basket recommendation with graph convolutional neural network,https://epubs.siam.org/doi/pdf/10.1137/1.9781611976236.8,2020,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1711,Multi-view factorization machines for mobile app recommendation based on hierarchical attention,http://wanyao.me/pubs/2020-KBS-APP-recommendation.pdf,2020,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1712,A meta-feature based unified framework for both cold-start and warm-start explainable recommendations,https://yneversky.github.io/Papers/Yang2020_Article_AMeta-featureBasedUnifiedFrame.pdf,2020,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1713,Mutual clustering on comparative texts via heterogeneous information networks,https://arxiv.org/pdf/1903.03762,2020,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1714,Leveraging semi-supervised learning for fairness using neural networks,https://arxiv.org/pdf/1912.13230,2019,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1715,Adaptively weighted multiview proximity learning for clustering,https://ieeexplore.ieee.org/ielaam/6221036/9355833/8933065-aam.pdf,2019,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1716,Hierarchical taxonomy-aware and attentional graph capsule RCNNs for large-scale multi-label text classification,https://ieeexplore.ieee.org/ielaam/69/9427778/8933476-aam.pdf,2019,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1717,Deep heterogeneous social network alignment,https://par.nsf.gov/servlets/purl/10168186,2019,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1718,Meta-path Reduction with Transition Probability Preserving in Heterogeneous Information Network,https://drive.google.com/file/d/1Q53RFfbMNa95IrbNWnhWs-6dB8KMtPIW/view,2019,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1719,Metapath enhanced graph attention encoder for hins representation learning,http://shichuan.org/hin/topic/2019.Metapath%20Enhanced%20Graph%20Attention%20Encoder%20for%20HINs%20Representation%20Learning.pdf,2019,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1720,Deep diffusive neural network based fake news detection from heterogeneous social networks,https://par.nsf.gov/servlets/purl/10148690,2019,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1721,The link regression problem in graph streams,http://www.charuaggarwal.net/linkregress.pdf,2019,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1722,Community-preserving graph convolutions for structural and functional joint embedding of brain networks,https://arxiv.org/pdf/1911.03583,2019,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1723,Hybrid deep embedding for recommendations with dynamic aspect-level explanations,https://arxiv.org/pdf/2001.10341,2019,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1724,DNA: Dynamic social network alignment,https://arxiv.org/pdf/1911.00067,2019,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1725,JSCN: Joint spectral convolutional network for cross domain recommendation,https://arxiv.org/pdf/1910.08219,2019,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1726,Finding route hotspots in large labeled networks,https://ieeexplore.ieee.org/ielaam/69/9427778/8918272-aam.pdf,2019,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1727,MixSp: a framework for embedding heterogeneous information networks with arbitrary number of node and edge types,https://ieeexplore.ieee.org/ielaam/69/9427778/8913597-aam.pdf,2019,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1728,A domain adaptive density clustering algorithm for data with varying density distribution,https://ieeexplore.ieee.org/ielaam/69/9427778/8906027-aam.pdf,2019,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1729,Multi-modal attention network learning for semantic source code retrieval,https://arxiv.org/pdf/1909.13516,2019,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1730,From joint feature selection and self-representation learning to robust multi-view subspace clustering,https://par.nsf.gov/servlets/purl/10148721,2019,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1731,Competitive multi-agent deep reinforcement learning with counterfactual thinking,https://arxiv.org/pdf/1908.04573,2019,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1732,Video-level multi-model fusion for action recognition,https://dl.acm.org/doi/pdf/10.1145/3357384.3357935,2019,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1733,Social-aware VR configuration recommendation via multi-feedback coupled tensor factorization,https://dl.acm.org/doi/pdf/10.1145/3357384.3357952,2019,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1734,Temporal network embedding with micro-and macro-dynamics,https://arxiv.org/pdf/1909.04246,2019,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1735,Deep graph similarity learning for brain data analysis,https://drive.google.com/file/d/1u-jW330gVfmv7KOCRRnOM67bHb2N0g5F/view,2019,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1736,Generative question refinement with deep reinforcement learning in retrieval-based QA system,https://arxiv.org/pdf/1908.05604,2019,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1737,Multi-hot compact network embedding,https://arxiv.org/pdf/1903.03213,2019,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1738,Deep latent factor model with hierarchical similarity measure for recommender systems,https://micxyb.github.io/papers/1-s2.0-S0020025519306309-main.pdf,2019,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1739,Enhancing stock market prediction with extended coupled hidden Markov model over multi-sourced data,https://arxiv.org/pdf/1809.00306,2019,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1740,MVStream: Multiview data stream clustering,https://ieeexplore.ieee.org/ielaam/5962385/9184294/8886709-aam.pdf,2019,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1741,Multi-view fusion with extreme learning machine for clustering,https://dl.acm.org/doi/fullHtml/10.1145/3340268,2019,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1742,Deep collaborative filtering with multi-aspect information in heterogeneous networks,https://ieeexplore.ieee.org/ielaam/69/9371488/8840873-aam.pdf,2019,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1743,Virtual adversarial training for semi-supervised verification tasks,https://eurasip.org/Proceedings/Eusipco/eusipco2019/Proceedings/papers/1570533753.pdf,2019,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1744,A periodicity-based parallel time series prediction algorithm in cloud computing environments,https://arxiv.org/pdf/1810.07776,2019,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1745,Multi-task network embedding,https://ira.lib.polyu.edu.hk/bitstream/10397/105569/1/Xu_Multi-Task_Network_Embedding.pdf,2019,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1746,Outlier-Robust Multi-Aspect Streaming Tensor Completion and Factorization.,https://www.researchgate.net/profile/Lifang-He/publication/334843950_Outlier-Robust_Multi-Aspect_Streaming_Tensor_Completion_and_Factorization/links/5e1ff98b458515ba208a85c8/Outlier-Robust-Multi-Aspect-Streaming-Tensor-Completion-and-Factorization.pdf,2019,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1747,Community detection using multilayer edge mixture model,https://arxiv.org/pdf/1605.07055,2019,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1748,Network embedding via coupled kernelized multi-dimensional array factorization,https://ieeexplore.ieee.org/ielaam/69/9250424/8781900-aam.pdf,2019,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1749,Gated spectral units: Modeling co-evolving patterns for sequential recommendation,https://dl.acm.org/doi/pdf/10.1145/3331184.3331329,2019,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1750,Deep distribution network: Addressing the data sparsity issue for top-n recommendation,https://dl.acm.org/doi/pdf/10.1145/3331184.3331330,2019,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1751,Adversarial learning for weakly-supervised social network alignment,https://ojs.aaai.org/index.php/AAAI/article/download/3889/3767,2019,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1752,Private model compression via knowledge distillation,https://aaai.org/ojs/index.php/AAAI/article/download/3913/3791,2019,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1753,Deepcf: A unified framework of representation learning and matching function learning in recommender system,https://ojs.aaai.org/index.php/AAAI/article/download/3769/3647,2019,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1754,Mining spatiotemporal diffusion network: A new framework of active surveillance planning,https://ieeexplore.ieee.org/iel7/6287639/8600701/08758808.pdf,2019,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1755,Integrated anchor and social link predictions across multiple social networks,https://www.ifmlab.org/files/paper/2018_kais_paper.pdf,2019,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1756,Locally balanced inductive matrix completion for demand-supply inference in stationless bike-sharing systems,https://ieeexplore.ieee.org/ielaam/69/9250424/8735780-aam.pdf,2019,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1757,Adaptive deep modeling of users and items using side information for recommendation,https://micxyb.github.io/papers/Adaptive_Deep_Modeling_of_Users_and_Items_Using_Side_Information_for_Recommendation.pdf,2019,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1758,Feature selection via transferring knowledge across different classes,https://zhengwang100.github.io/pdf/2019/TKDD19_FSvTKADC.pdf,2019,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1759,Heterogeneous graph attention network,https://arxiv.org/pdf/1903.07293,2019,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1760,Attentional heterogeneous graph neural network: Application to program reidentification,https://epubs.siam.org/doi/pdf/10.1137/1.9781611975673.78,2019,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1761,Understanding information diffusion via heterogeneous information network embeddings,https://drive.google.com/file/d/1GSn4i6VxxxYgscJ9uyHO0FAp538MV1H0/view,2019,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1762,Cloud service community detection for real-world service networks based on parallel graph computing,https://ieeexplore.ieee.org/iel7/6287639/6514899/08689099.pdf,2019,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1763,Differentially private malicious agent avoidance in multiagent advising learning,https://ieeexplore.ieee.org/ielaam/6221036/9204774/8685696-aam.pdf,2019,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1764,Distributed deep learning model for intelligent video surveillance systems with edge computing,https://arxiv.org/pdf/1904.06400,2019,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1765,A score prediction approach for optional course recommendation via cross-user-domain collaborative filtering,https://ieeexplore.ieee.org/iel7/6287639/8600701/08636939.pdf,2019,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1766,Utilizing longitudinal microbiome taxonomic profiles to predict food allergy via long short-term memory networks,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1006693&type=printable,2019,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1767,Coupled tensor decomposition for user clustering in mobile internet traffic interaction pattern,https://ieeexplore.ieee.org/iel7/6287639/8600701/08624341.pdf,2019,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1768,Info-trust: A multi-criteria and adaptive trustworthiness calculation mechanism for information sources,https://ieeexplore.ieee.org/iel7/6287639/8600701/08616768.pdf,2019,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1769,Explainable recommendation with fusion of aspect information,https://yneversky.github.io/Papers/Hou2019_Article_ExplainableRecommendationWithF.pdf,2019,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1770,SemRec: a personalized semantic recommendation method based on weighted heterogeneous information networks,http://shichuan.org/doc/50.pdf,2019,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1771,Maximum-margin hamming hashing,https://openaccess.thecvf.com/content_ICCV_2019/papers/Kang_Maximum-Margin_Hamming_Hashing_ICCV_2019_paper.pdf,2019,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1772,Memory in memory: A predictive neural network for learning higher-order non-stationarity from spatiotemporal dynamics,https://openaccess.thecvf.com/content_CVPR_2019/papers/Wang_Memory_in_Memory_A_Predictive_Neural_Network_for_Learning_Higher-Order_CVPR_2019_paper.pdf,2019,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1773,Generative dual adversarial network for generalized zero-shot learning,http://openaccess.thecvf.com/content_CVPR_2019/papers/Huang_Generative_Dual_Adversarial_Network_for_Generalized_Zero-Shot_Learning_CVPR_2019_paper.pdf,2019,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1774,Market Abnormality Period Detection via Co-movement Attention Model,https://openreview.net/pdf?id=SJxiVxPdPS,2018,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1775,CoUPM: Correlated utility-based pattern mining,https://www.researchgate.net/profile/Wensheng-Gan/publication/330625562_CoUPM_Correlated_Utility-based_Pattern_Mining/links/5d1b70ea458515c11c0c4695/CoUPM-Correlated-Utility-based-Pattern-Mining.pdf,2018,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1776,Privacy preserving utility mining: a survey,https://arxiv.org/pdf/1811.07389,2018,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1777,Securing behavior-based opinion spam detection,https://arxiv.org/pdf/1811.03739,2018,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1778,Improved dynamic memory network for dialogue act classification with adversarial training,https://arxiv.org/pdf/1811.05021,2018,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1779,Data-driven blockbuster planning on online movie knowledge library,https://arxiv.org/pdf/1810.10175,2018,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1780,SSDMV: Semi-supervised deep social spammer detection by multi-view data fusion,https://www.academia.edu/download/109422007/2018-31.pdf,2018,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1781,A self-organizing tensor architecture for multi-view clustering,https://arxiv.org/pdf/1810.07874,2018,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1782,Deep co-investment network learning for financial assets,https://arxiv.org/pdf/1809.04227,2018,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1783,Layerwise perturbation-based adversarial training for hard drive health degree prediction,https://arxiv.org/pdf/1809.04188,2018,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1784,Joint embedding of meta-path and meta-graph for heterogeneous information networks,https://arxiv.org/pdf/1809.04110,2018,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1785,Fi-grl: Fast inductive graph representation learning via projection-cost preservation,https://arxiv.org/pdf/1809.08079,2018,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1786,dpMood: exploiting local and periodic typing dynamics for personalized mood prediction,https://arxiv.org/pdf/1808.09852,2018,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1787,Efficient traffic estimation with multi-sourced data by parallel coupled hidden Markov model,https://ieeexplore.ieee.org/ielaam/6979/8782673/8527658-aam.pdf,2018,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1788,A bi-layered parallel training architecture for large-scale convolutional neural networks,https://arxiv.org/pdf/1810.07742,2018,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1789,Newsfeed filtering and dissemination for behavioral therapy on social network addictions,https://dl.acm.org/doi/pdf/10.1145/3269206.3271689,2018,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1790,Distribution distance minimization for unsupervised user identity linkage,https://dl.acm.org/doi/pdf/10.1145/3269206.3271675,2018,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1791,Improved consistent weighted sampling revisited,https://arxiv.org/pdf/1706.01172,2018,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1792,Deep priority hashing,https://arxiv.org/pdf/1809.01238,2018,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1793,Visual domain adaptation with manifold embedded distribution alignment,https://dl.acm.org/doi/pdf/10.1145/3240508.3240512,2018,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1794,Direction-of-arrival estimation based on deep neural networks with robustness to array imperfections,https://ieeexplore.ieee.org/iel7/8/8552699/08485631.pdf,2018,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1795,Multi-view fusion through cross-modal retrieval,https://www.researchgate.net/profile/Lifang-He/publication/327995047_Multi-View_Fusion_Through_Cross-Modal_Retrieval/links/5bbd4020a6fdcc9552dcff14/Multi-View-Fusion-Through-Cross-Modal-Retrieval.pdf,2018,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1796,"Classification, denoising, and deinterleaving of pulse streams with recurrent neural networks",https://ieeexplore.ieee.org/iel7/7/7778228/08481711.pdf,2018,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1797,Spectral collaborative filtering,https://arxiv.org/pdf/1808.10523,2018,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1798,Stock market prediction via multi-source multiple instance learning,https://ieeexplore.ieee.org/iel7/6287639/8274985/08464661.pdf,2018,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1799,Improving automatic source code summarization via deep reinforcement learning,https://arxiv.org/pdf/1811.07234,2018,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1800,Parallel protein community detection in large-scale PPI networks based on multi-source learning,https://arxiv.org/pdf/1811.12160,2018,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1801,Multi-round influence maximization,https://dl.acm.org/doi/pdf/10.1145/3219819.3220101,2018,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1802,On the generative discovery of structured medical knowledge,https://dl.acm.org/doi/pdf/10.1145/3219819.3220010,2018,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1803,Deep recursive network embedding with regular equivalence,https://pengcui.thumedialab.com/papers/NE-RegularEquivalence.pdf,2018,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1804,Leveraging meta-path based context for top-n recommendation with a neural co-attention model,https://www.academia.edu/download/105397282/3219819.pdf,2018,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1805,Representation learning with depth and breadth for recommendation using multi-view data,http://www.shichuan.org/doc/57.pdf,2018,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1806,Active opinion maximization in social networks,https://dl.acm.org/doi/pdf/10.1145/3219819.3220061,2018,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1807,Not just privacy: Improving performance of private deep learning in mobile cloud,https://dl.acm.org/doi/pdf/10.1145/3219819.3220106,2018,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1808,IAD: Interaction-aware diffusion framework in social networks,https://ieeexplore.ieee.org/ielaam/69/8730464/8413173-aam.pdf,2018,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1809,Aspect-level deep collaborative filtering via heterogeneous information networks.,http://www.shichuan.org/doc/46.pdf,2018,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1810,Different anti-vaping campaigns attracting the same opponent community,https://ieeexplore.ieee.org/ielaam/7728/8534517/8410570-aam.pdf,2018,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1811,On learning community-specific similarity metrics for cold-start link prediction,https://ira.lib.polyu.edu.hk/bitstream/10397/105609/1/Xu_Learning_Community-Specific_Similarity.pdf,2018,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1812,Predrnn++: Towards a resolution of the deep-in-time dilemma in spatiotemporal predictive learning,http://proceedings.mlr.press/v80/wang18b/wang18b.pdf,2018,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1813,Deep learning towards mobile applications,https://arxiv.org/pdf/1809.03559,2018,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1814,MFPR: A personalized ranking recommendation with multiple feedback,https://dl.acm.org/doi/pdf/10.1145/3216368,2018,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1815,Serendipitous recommendation in e-commerce using innovator-based collaborative filtering,https://ieeexplore.ieee.org/ielaam/6221036/8694089/8392508-aam.pdf,2018,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1816,Multi-view collective tensor decomposition for cross-modal hashing,https://dl.acm.org/doi/pdf/10.1145/3206025.3206065,2018,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1817,Interaction content aware network embedding via co-embedding of nodes and edges,https://ira.lib.polyu.edu.hk/bitstream/10397/105633/1/Xu_Interaction_Content_Aware.pdf,2018,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1818,Deep dynamic network embedding for link prediction,https://ieeexplore.ieee.org/iel7/6287639/6514899/08365780.pdf,2018,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1819,Cross-domain recommendation for cold-start users via neighborhood based feature mapping,https://arxiv.org/pdf/1803.01617,2018,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
1820,Revenue maximization on the multi-grade product,https://epubs.siam.org/doi/pdf/10.1137/1.9781611975321.65,2018,"['Yu, Philip S.']",1,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,,,,
